doi
10.1103/physrevd.86.093012
10.1101/818815
10.1101/807040
10.1101/695478
10.1101/402438
10.1101/2020.08.21.262063
10.1101/2020.06.15.153866
10.1098/rsos.201407
10.1093/treephys/tpab045
10.1093/petrology/42.11.1971
10.1088/1748-9326/abbfc4
10.1088/1748-9326/abb0b3
10.1080/19475705.2019.1693705
10.1073/pnas.2021646118
10.1073/pnas.2011585118
10.1073/pnas.2004833118
10.1073/pnas.1914140117
10.1073/pnas.1715250115
10.1073/pnas.1613044113
10.1073/pnas.1402976111
10.1061/(asce)hy.1943-7900.0000899
10.1039/c8em00444g
10.1038/srep44188
10.1038/s41598-019-55390-6
10.1038/s41598-019-44381-2
10.1038/s41598-018-38300-0
10.1038/s41598-018-29803-x
10.1038/s41586-019-0991-z
10.1038/s41467-020-16071-5
10.1038/s41467-017-01681-3
10.1038/s41467-017-00703-4
10.1038/nrmicro.2017.87
10.1038/nature12855
10.1029/2020wr029528
10.1029/2020wr028103
10.1029/2020wr027477
10.1029/2020wr027419
10.1029/2020jg006027
10.1029/2020jg005894
10.1029/2020jg005795
10.1029/2020jf005795
10.1029/2020jb019525
10.1029/2020gl091015
10.1029/2020gl089600
10.1029/2020gl088773
10.1029/2020gl088322
10.1029/2019wr026668
10.1029/2019wr026635
10.1029/2019wr026634
10.1029/2019wr026058
10.1029/2019jg005624
10.1029/2019jg005160
10.1029/2019jf005436
10.1029/2019jf005305
10.1029/2019jf005035
10.1029/2019jb017806
10.1029/2018wr023884
10.1029/2018wr023758
10.1029/2018wr023736
10.1029/2018wr023585
10.1029/2018wr023527
10.1029/2018wr023338
10.1029/2018pa003391
10.1029/2018jg004639
10.1029/2018jg004420
10.1029/2018jf004961
10.1029/2018jf004706
10.1029/2017wr021684
10.1029/2017jb015039
10.1017/jog.2017.16
10.1016/j.tecto.2016.04.034
10.1016/j.tecto.2016.01.022
10.1016/j.soilbio.2021.108235
10.1016/j.soilbio.2018.06.005
10.1016/j.soilbio.2016.08.026
10.1016/j.scitotenv.2021.147661
10.1016/j.scitotenv.2020.141591
10.1016/j.scitotenv.2020.137538
10.1016/j.scitotenv.2019.06.528
10.1016/j.rse.2020.112050
10.1016/j.rse.2020.111722
10.1016/j.rse.2018.05.029
10.1016/j.rse.2014.01.028
10.1016/j.rala.2016.06.009
10.1016/j.quascirev.2020.106770
10.1016/j.quascirev.2017.12.017
10.1016/j.quascirev.2015.09.022
10.1016/j.quageo.2019.02.002
10.1016/j.quageo.2016.03.006
10.1016/j.proeps.2017.01.001
10.1016/j.palaeo.2016.01.016
10.1016/j.palaeo.2015.04.028
10.1016/j.jhydrol.2020.125672
10.1016/j.jhydrol.2020.125364
10.1016/j.jhydrol.2020.125102
10.1016/j.jag.2018.02.004
10.1016/j.gloplacha.2018.02.006
10.1016/j.geomorph.2019.106842
10.1016/j.geomorph.2019.03.009
10.1016/j.geomorph.2018.11.015
10.1016/j.geomorph.2018.09.012
10.1016/j.geomorph.2018.01.003
10.1016/j.geomorph.2016.09.003
10.1016/j.geomorph.2016.04.003
10.1016/j.geomorph.2016.03.026
10.1016/j.geomorph.2016.01.006
10.1016/j.geomorph.2015.09.022
10.1016/j.geoderma.2018.01.006
10.1016/j.geoderma.2017.08.030
10.1016/j.geoderma.2014.12.010
10.1016/j.gca.2020.10.002
10.1016/j.gca.2019.02.028
10.1016/j.gca.2018.11.035
10.1016/j.gca.2018.06.006
10.1016/j.gca.2018.05.019
10.1016/j.gca.2018.04.036
10.1016/j.gca.2017.09.028
10.1016/j.gca.2017.08.017
10.1016/j.gca.2015.05.032
10.1016/j.gca.2013.11.039
10.1016/j.gca.2013.09.006
10.1016/j.foreco.2020.117881
10.1016/j.epsl.2021.116821
10.1016/j.epsl.2019.115929
10.1016/j.epsl.2019.115761
10.1016/j.epsl.2016.02.033
10.1016/j.epsl.2016.02.003
10.1016/j.epsl.2014.06.011
10.1016/j.epsl.2014.05.046
10.1016/j.epsl.2014.03.058
10.1016/j.envsoft.2015.04.002
10.1016/j.envpol.2014.08.016
10.1016/j.ecolmodel.2018.03.012
10.1016/j.ecoinf.2016.04.012
10.1016/j.dsr2.2012.03.003
10.1016/j.chemgeo.2021.120156
10.1016/j.chemgeo.2013.10.025
10.1016/j.catena.2021.105264
10.1016/j.catena.2018.06.004
10.1016/j.apsoil.2019.103473
10.1016/j.apgeochem.2014.07.018
10.1016/j.agwat.2021.106990
10.1016/j.agwat.2019.105895
10.1016/j.agrformet.2020.108270
10.1016/j.agrformet.2019.04.003
10.1016/j.advwatres.2018.01.018
10.1016/j.advwatres.2017.10.034
10.1016/b978-0-444-63590-7.00016-0
10.1007/s11258-020-01051-y
10.1007/s11104-017-3341-7
10.1007/s11104-014-2292-5
10.1007/s11104-014-2064-2
10.1007/s10641-017-0599-9
10.1007/s10533-021-00794-8
10.1007/s10533-021-00790-y
10.1007/s10533-018-0423-4
10.1007/s10533-014-0014-y
10.1007/s10021-021-00620-0
10.1007/s10021-020-00486-8
10.1007/s00477-017-1487-8
10.1007/s00442-016-3676-4
10.1007/s00382-019-05077-5
10.1007/s00382-014-2278-2
10.1007/978-3-030-53226-0_19
10.1007/978-3-030-45216-2
10.1007/978-1-4614-1531-2_19
10.1002/wat2.1327
10.1002/rcm.7973
10.1002/lol2.10169
10.1002/jgrf.20073
10.1002/jgrf.20043
10.1002/hyp.14249
10.1002/hyp.14199
10.1002/hyp.14185
10.1002/hyp.14146
10.1002/hyp.14125
10.1002/hyp.14082
10.1002/hyp.13991
10.1002/hyp.13883
10.1002/hyp.13780
10.1002/hyp.13518
10.1002/hyp.13322
10.1002/hyp.13235
10.1002/hyp.11371
10.1002/esp.4244
10.1002/esp.4212
10.1002/ecy.2928
10.1002/ecy.1552
10.1002/ecs2.3433
10.1002/eco.2271
10.1002/eco.2269
10.1002/eco.1853
10.1002/ece3.6392
10.1002/ece3.3780
10.1002/eap.2290
10.1002/9781119563952.ch13
10.1002/9781119413332.ch2
10.1002/9781119413332
10.1002/2017wr021502
10.1002/2017wr020576
10.1002/2017wr020456
10.1002/2017jg004210
10.1002/2017gl075836
10.1002/2017gl075432
10.1002/2016wr019875
10.1002/2016wr018832
10.1002/2016ms000901
10.1002/2016jd025025
10.1002/2016jc012595
10.1002/2016gl069795
10.1002/2015wr017813
10.1002/2015wr017485
10.1002/2015ms000516
10.1002/2015jg003010
10.1002/2015jg002959
10.1002/2015jf003718
10.1002/2015gl065855
10.1002/2015gl064436
10.1002/2014wr016509
10.1002/2014wr015375
10.1002/2014jg002619
10.1002/2014jf003248
10.1002/2014gl060525
10.1002/2014gl059919
10.1002/2014gc005658
10.1002/2013wr015144
10.1002/2013wr014772
10.1002/2013jg002592
10.1002/2013jf002933
